authors,title,abstract,year published,DOI,relevancy_score
"Bohrer, Brittany K.; Chen, Yiyang; Christensen, Kara A.; Forbush, Kelsie T.; Thomeczek, Marianna L.; Richson, Brianne N.; Chapa, Danielle A. N.; Jarmolowicz, David P.; Gould, Sara R.; Negi, Sonakshi; Perko, Victoria L.; Morgan, Robert William",A pilot multiple‐baseline study of a mobile cognitive behavioral therapy for the treatment of eating disorders in university students,"Objective Eating disorders (EDs) are serious psychiatric disorders associated with substantial morbidity and mortality that are prevalent among university students. Because many students do not receive treatment due to lack of access on university campuses, mobile‐health (mHealth) adaptations of evidence‐based treatments represent an opportunity to increase treatment accessibility and engagement. The purpose of this study was to test the initial efficacy of Building Healthy Eating and Self‐Esteem Together for University Students (BEST‐U), which is a 10‐week mHealth self‐guided cognitive‐behavioral therapy (CBT‐gsh) app that is paired with a brief 25–30‐min weekly telehealth coaching, for reducing ED psychopathology in university students. Method A non‐concurrent multiple‐baseline design (N = 8) was used to test the efficacy of BEST‐U for reducing total ED psychopathology (primary outcome), ED‐related behaviors and cognitions (secondary outcomes), and ED‐related clinical impairment (secondary outcome). Data were examined using visual analysis and Tau‐BC effect‐size calculations. Results BEST‐U significantly reduced total ED psychopathology and binge eating, excessive exercise, and restriction (effect sizes ranged from −0.39 to −0.92). Although body dissatisfaction decreased, it was not significant. There were insufficient numbers of participants engaging in purging to evaluate purging outcomes. Clinical impairment significantly reduced from pre‐to‐post‐treatment. Discussion The current study provided initial evidence that BEST‐U is a potentially efficacious treatment for reducing ED symptoms and ED‐related clinical impairment. Although larger‐scale randomized controlled trials are needed, BEST‐U may represent an innovative, scalable tool that could reach greater numbers of underserved university students than traditional intervention‐delivery models. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract) Impact statementPublic Significance Using a single‐case experimental design, we found evidence for the initial efficacy of a mobile guided‐self‐help cognitive‐behavioral therapy program for university students with non‐low weight binge‐spectrum eating disorders. Participants reported significant reductions in ED symptoms and impairment after completion of the 10‐week program. Guided self‐help programs show promise for filling an important need for treatment among university students with an ED. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",2023,https://doi.org/10.1002/eat.23987,1
"Bolinski, Felix; Kleiboer, Annet; Neijenhuijs, Koen; Karyotaki, Eirini; Wiers, Reinout; de Koning, Lisa; Jacobi, Corinna; Zarski, Anna-Carlotta; Weisel, Kiona K.; Cuijpers, Pim; Riper, Heleen",Challenges in recruiting university students for web-based indicated prevention of depression and anxiety: Results from a randomized controlled trial (ICare prevent),"Background: Depression and anxiety are common mental health conditions in college and university student populations. Offering transdiagnostic, web-based prevention programs such as ICare Prevent to those with subclinical complaints has the potential to reduce some barriers to receiving help (eg, availability of services, privacy considerations, and students’ desire for autonomy). However, uptake of these interventions is often low, and accounts of recruitment challenges are needed to complement available effectiveness research in student populations. Objective: The aims of this study were to describe recruitment challenges together with effective recruitment strategies for ICare Prevent and provide basic information on the intervention’s effectiveness. Methods: A 3-arm randomized controlled trial was conducted in a student sample with subclinical symptoms of depression and anxiety on the effectiveness of an individually guided (human support and feedback on exercises provided after each session, tailored to each participant) and automatically guided (computer-generated messages provided after each session, geared toward motivation) version of ICare Prevent, a web-based intervention with transdiagnostic components for the indicated prevention of depression and anxiety. The intervention was compared with care as usual. Descriptive statistics were used to outline recruitment challenges and effective web-based and offline strategies as well as students’use of the intervention. A basic analysis of intervention effects was conducted using a Bayesian linear mixed model, with Bayes factors reported as the effect size. Results: Direct recruitment through students’ email addresses via the central student administration was the most effective strategy. Data from 35 participants were analyzed (individually guided: n = 14, 40%; automatically guided: n = 8, 23%; care as usual: n = 13, 37%). Use of the intervention was low, with an average of 3 out of 7 sessions (SD 2.9) completed. The analyses did not suggest any intervention effects other than anecdotal evidence (all Bayes factors₁₀ ≤ 2.7). Conclusions: This report adds to the existing literature on recruitment challenges specific to the student population. Testing the feasibility of recruitment measures and the greater involvement of the target population in their design, as well as shifting from direct to indirect prevention, can potentially help future studies in the field. In addition, this report demonstrates an alternative basic analytical strategy for underpowered randomized controlled trials. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2022,https://doi.org/10.2196/40892,1
"Bond, Dale S.; Thomas, J. Graham; Lipton, Richard B.; Roth, Julie; Pavlovic, Jelena M.; Rathier, Lucille; O'Leary, Kevin C.; Evans, E. Whitney; Wing, Rena R.",Behavioral weight loss intervention for migraine: A randomized controlled trial,"Objective: The objective of this study was to test whether behavioral weight loss (BWL) intervention decreases headaches in women with comorbid migraine and overweight or obesity. Methods: This randomized, single‐blind trial allocated women 18 to 50 years old with 4 to 20 migraine days per month and a BMI = 25.0‐49.9 kg/m² to 16 weeks of BWL ( n = 54), which targeted exercise and eating behaviors for weight loss, or to migraine education control (ME, n = 56), which delivered didactic instruction on migraine and treatments. Participants completed a 4‐week smartphone headache diary at baseline, posttreatment (16‐20 wk), and follow‐up (32‐36 wk). The primary outcome was posttreatment change in migraine days per month, analyzed via linear mixed effects models. Results: Of 110 participants randomly assigned, 85 (78%) and 80 (73%) completed posttreatment and follow‐up. Although the BWL group achieved greater weight loss (mean [95% CI] in kilograms) than the ME group at posttreatment (−3.8 [−2.5 to −5.0] vs. + 0.9 [−0.4 to 2.2], P < 0.001) and follow‐up (−3.2 [−2.0 to −4.5] vs. + 1.1 [−0.2 to 2.4], P < 0.001), there were no significant group (BWL vs. ME) differences (mean [95% CI]) in migraine days per month at posttreatment (−3.0 [−2.0 to −4.0] vs. −4.0 [−2.9 to −5.0], P = 0.185) or follow‐up (−3.8 [−2.7 to −4.8] vs. −4.4 [−3.4 to −5.5], P = 0.378). Conclusions: Contrary to hypotheses, BWL and ME yielded similar, sustained reductions in migraine headaches. Future research should evaluate whether adding BWL to standard pharmacological and/or nonpharmacological migraine treatment approaches yields greater benefits. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2018,https://doi.org/10.1002/oby.22069,4
"Bond, Dale S.; Thomas, J. Graham; O'Leary, Kevin C.; Lipton, Richard B.; Peterlin, B. Lee; Roth, Julie; Rathier, Lucille; Wing, Rena R.",Objectively measured physical activity in obese women with and without migraine,"Aim: The aim of this article is to cross-sectionally compare objectively measured physical activity (PA) levels and their association with migraine characteristics in obese women with and without migraine. Methods: Obese women seeking weight loss treatment were divided into migraine ( n = 25) and control ( n = 25) groups matched by age and body mass index (BMI). Participants wore the SenseWear Armband monitor for seven days to objectively evaluate daily light-(LPA) and moderate-to-vigorous intensity PA (MVPA). Migraine diagnosis was confirmed by a neurologist using ICHD-3-beta criteria. Migraine characteristics were tracked daily using a smartphone-based diary over a four-week period immediately preceding the objective PA assessment. Results: Migraine participants spent 57.9 fewer minutes/day in LPA (141.1 ± 56.4 vs. 199.1 ± 87.7, p = 0.019) and 24.5 fewer minutes/day in MVPA (27.8 ± 17.0 vs. 52.3 ± 26.0, p < 0.001), compared to controls. Migraine participants reported 4.8 ± 3.1 migraine days/month (mean duration = 17.1 ± 8.9 hours; mean maximum pain severity = 6.4 ± 1.7 on a 0–10 scale). Higher BMI ( p < 0.05), but not migraine characteristics, were related to lower total PA. Additionally, total objectively measured PA was not associated with how often PA was reported to exacerbate migraine attacks during the four-week diary assessment. Conclusions: Obese women with migraine spent nearly 1.5 hours/day less in PA compared to controls; however, lower PA was not related to migraine characteristics. Further research is needed to identify PA barriers and effective interventions in obese women with migraine. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2015,https://doi.org/10.1177/0333102414562970,6
"Bonnevie, Erika; Rosenberg, Sarah D.; Goldbarg, Jaclyn; Ashley-West, Atalie; Smyser, Joe",Building strong futures: The feasibility of using a targeted digital media campaign to improve knowledge about pregnancy and low birthweight among Black women,"Objective: Low birthweight is one of the main causes of poor health outcomes among newborns, with Black women having a disproportionately high prevalence. A digital intervention targeted Black women in Orange County, Florida with information on positive pregnancy-related knowledge and attitudes related to low birthweight. This paper reports on campaign methods for the first 2.5 years of implementation. Methods: Campaign content was tailored toward Black women, around a reproductive empowerment lens. Content focused on emphasizing healthy pregnancy-related behaviors and creating positive representations of Black women throughout the various stages of pregnancy through both static images and a web series. Digital metrics gauged campaign engagement. Three cross-sectional online surveys conducted in the intervention county examined Black women’s pregnancy-related knowledge, attitudes, and behaviors. Results: After two years of campaign implementation, social media accounts showed 1784 followers. While Facebook showed more average monthly impressions, Instagram showed more average monthly engagements. Survey results showed some increases in knowledge about prenatal care, weight gain, exercise, and the health impacts of low birthweight. Conclusions for Practice: This study highlights the potential for a culturally-appropriate digital intervention to promote positive pregnancy outcomes among at-risk women. Digital interventions offer a potential way to achieve positive pregnancy-related behavior changes on a larger scale. This may be particularly important given that the COVID-19 pandemic may be changing the ways that pregnant women access information. Studies should examine the impact and feasibility of using culturally-appropriate digital interventions that directly address Black women and their specific experiences during pregnancy. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2021,https://doi.org/10.1007/s10995-020-03068-1,1
"Books, Gregory J.; Klemm, Kurt",A unique approach to preventing back pain in the dental office,"Back pain has been reported by a majority of dental practitioners for decades. Efforts to relieve pain have focused on postural modification, exercise, and equipment designed to facilitate “neutral” posture, but there has been no significant reduction in reported rates of pain. By focusing on static muscle activity and muscle overuse rather than posture, the authors describe the theory behind an innovative approach for the development of an ergonomic intervention. Objective: Demonstrate that posture is not the problem. Participants: none. Methods: Critical analysis of existing literature in dentistry and in other more advanced fields. Results: Application of current research outside of dentistry. Conclusions: Elimination of Static Muscle Activity rather than modification of posture is the critical issue in preventing pain,fatigue, and injury. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2012,,1
"Bootwong, Prawit; Intarut, Nirun",The effects of text messages for promoting physical activities in prediabetes: A randomized controlled trial,"Objective: To test the effects of text messages for promoting physical activities in people with prediabetes. Methods: This randomized controlled trial was performed in participants with prediabetes. Participants were recruited from a primary care unit. Allocation to the study groups used a stratified block randomization. All participants received physical activity education at baseline. The intervention group additionally received supportive text messages by using mobile phone text messages. Participants were assessed at baseline at 8 and 12 weeks. The primary outcome measure was physical activity energy. Secondary outcomes included weight, body mass index, waist circumstance, and blood pressure. Results: All participants were included in the analyses ( n = 324; control: n = 162; intervention: n = 162). Mean physical activity energy was significantly increased in those who received text messages at 8 weeks, increasing 1,590.73 Metabolic Equivalent of Tasks (METs)/min/week (95% confidence interval [CI]: 837.72, 2343.75) in the intervention group and 407.39 METs/min/weeks (95% CI: −267.59, 1082.36) in the control group with an adjusted mean difference of −1,183 METs/min/weeks (95% CI: −2190.11, −176.58, p = 0.02). Over the 12 weeks follow-up period, mean physical activity energy did not differ statistically by group. Mixed-model repeated-measures analysis of the total physical energy revealed no significant differences, with an adjusted mean difference 273.3 METs/min/week (95% CI: −530.64, 1077.21, p = 0.513). However, moderate physical energy was significantly increased to 256.40 METs/min/week (95% CI: 17.20, 495.63, p = 0.040). Conclusion: Text messaging significant in physical activity at the 8-week. But, text messaging no significant in physical activity at 12-week. Further research is needed to identify optimal times to send messages to people with prediabetes. Thai Clinical Trials Registry (TCTR), number: TCTR20200624008. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2022,https://doi.org/10.1089/tmj.2021.0303,9
"Bopp, Melissa; Sims, Dangaia; Matthews, Stephen A.; Rovniak, Liza S.; Poole, Erika; Colgan, Joanna","Development, implementation, and evaluation of Active Lions: A campaign to promote active travel to a university campus","Purpose: To outline the development, implementation, and evaluation of a multistrategy intervention to promote active transportation, on a large university campus. Design: Single group pilot study. Setting: A large university in the Northeastern United States. Participants: University students (n = 563), faculty and staff (employees, n = 999) were included in the study. Intervention: The Active Lions campaign aimed to increase active transportation to campus for all students and employees. The campaign targeted active transport participation through the development of a smartphone application and the implementation of supporting social marketing and social media components. Measures: Component-specific measures included app user statistics, social media engagement, and reach of social marketing strategies. Overall evaluation included cross-sectional online surveys preintervention and postintervention of student and employee travel patterns and campaign awareness. Analysis: Number of active trips to campus were summed, and the percentage of trips as active was calculated. T tests compared the differences in outcomes from preintervention to postintervention. Results: Students had a higher percentage of active trips postintervention (64.2%) than preintervention (49.2%; t = 3.32, P = .001), although there were no differences for employees (7.9% and 8.91%). Greater awareness of Active Lions was associated with greater active travel. Conclusion: This multistrategy approach to increase active transportation on a college campus provided insight on the process of developing and implementing a campaign with the potential for impacting health behaviors among campus members. (PsycINFO Database Record (c) 2019 APA, all rights reserved) (Source: journal abstract)",2018,https://doi.org/10.1177/0890117117694287,9
"Botella, Cristina; Baños, Rosa M.; Etchemendy, Ernestina; García-Palacios, Azucena; Alcañiz, Mariano",Psychological countermeasures in manned space missions: “EARTH” system for the Mars-500 project,"Spaceflights missions have revealed that exist critical psychological problems. The Mars-500 project was an isolation and confinement experiment for identifying problems and solutions related to spaceflights missions. Medical countermeasures, such as physical exercise for ‘bone degradation’ are well recognized, but it is also important to develop psychological countermeasures for a possible ‘psychological degradation’. Clinical Psychology has techniques useful for treating psychological problems, recent advances in Positive Psychology open up new possibilities for promoting resilience, and Information and Communication Technologies (ICT) have proven their utility for enhancing psychological treatments. In this work we describe EARTH, an ICT based application which includes psychological strategies self-delivered using a computerized program, and present the results obtained with the six astronauts who took part in the Mars-500 experiment. The results show that EARTH seems to be useful for inducing positive moods. Structured psychological countermeasures can be useful in spaceflight missions, even for resilient populations. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2016,https://doi.org/10.1016/j.chb.2015.10.010,1
"Boucher, Vincent Gosselin; Haight, Brook L.; Hives, Benjamin A.; Zumbo, Bruno D.; Merali-Dewji, Aaliya; Hutton, Stacey; Liu, Yan; Nguyen, Suzanne; Beauchamp, Mark R.; Black, Agnes T.; Puterman, Eli","Effects of 12 weeks of at-home, application-based exercise on health care workers’ depressive symptoms, burnout, and absenteeism: A randomized clinical trial","Importance: During the COVID-19 pandemic, health care workers (HCWs) reported a significant decline in their mental health. One potential health behavior intervention that has been shown to be effective for improving mental health is exercise, which may be facilitated by taking advantage of mobile application (app) technologies. Objective: To determine the extent to which a 12-week app-based exercise intervention can reduce depressive symptoms, burnout, and absenteeism in HCWs, compared with a wait list control condition. Design, setting, and participants: A 2-group randomized clinical trial was conducted, with participants screened from April 6 to July 4, 2022. Participants were recruited from an urban health care organization in British Columbia, Canada. Participants completed measures before randomization and every 2 weeks thereafter. Interventions: Exercise condition participants were asked to complete four 20-minute sessions per week using a suite of body weight interval training, yoga, barre, and running apps. Wait-listed control participants received the apps at the end of the trial. Main outcomes and measures: The primary outcome consisted of the between-group difference in depressive symptoms measured with the 10-item Center for Epidemiological Studies Depression Scale. The secondary outcomes corresponded to 3 subfacets of burnout (cynicism, emotional exhaustion, and professional efficacy) and absenteeism. Intention-to-treat analyses were completed with multilevel structural equation modeling, and Feingold effect sizes (ES) were estimated every 2 weeks. Results: A total of 288 participants (mean [SD] age, 41.0 [10.8] years; 246 [85.4%] women) were randomized to either exercise (n = 142) or wait list control (n = 146) conditions. Results revealed that ESs for depressive symptoms were in the small to medium range by trial's end (week 12, -0.41 [95% CI, -0.69 to -0.13]). Significant and consistent treatment effects were revealed for 2 facets of burnout, namely cynicism (week 12 ES, -0.33 [95% CI, -0.53 to -0.13]) and emotional exhaustion (week 12 ES, -0.39 [95% CI, -0.64 to -0.14]), as well as absenteeism ( r = 0.15 [95% CI, 0.03-0.26]). Adherence to the 80 minutes per week of exercise decreased from 78 (54.9%) to 33 (23.2%) participants between weeks 2 and 12. Conclusions and relevance: Although exercise was able to reduce depressive symptoms among HCWs, adherence was low toward the end of the trial. Optimizing adherence to exercise programming represents an important challenge to help maintain improvements in mental health among HCWs. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)",2023,https://doi.org/10.1001/jamapsychiatry.2023.2706,9
"Boyde, Mary; Rankin, Jenny; Whitty, Jennifer A.; Peters, Robyn; Holliday, Julie; Baker, Charmaine; Hwang, Rita; Lynagh, Donna; Korczyk, Dariusz",Patient preferences for the delivery of cardiac rehabilitation,"Objective: To elicit patients' preferences for cardiac rehabilitation(CR). Methods: A Discrete Choice Experiment was used to quantify patients' preferences for the delivery of CR. This survey-based method elicited the relative importance of different characteristics of a program. Results: 200 in-patients eligible to attend CR completed the survey. Over half of the patients strongly preferred a centre-based compared to a home-based program. Many but not all preferred a program starting within two rather than six weeks of discharge and exercise delivered in a group rather than individual setting, with exercise via the internet using telehealth strongly disliked. Some respondents preferred lifestyle information delivered one-to-one by a health professional, and there was an overall preference against delivery by smart phone Apps. Some preferred a program out of rather than within working hours and a shorter program (four weeks compared to eight weeks). Conclusions: This study provides further insight into patient preferences for a CR program. Although the strongest preferences were for centre-based programs with healthcare professionals facilitating exercise classes and one-on-one education, it is important to offer flexible delivery as one approach will not suit everyone. Practice Implications: There is the potential to improve CR programs by focusing on patient preferences. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)",2018,https://doi.org/10.1016/j.pec.2018.07.010,1
"Brindal, Emily; Hendrie, Gilly; Freyne, Jill; Coombe, Mac; Berkovsky, Shlomo; Noakes, Manny",Design and pilot results of a mobile phone weight-loss application for women starting a meal replacement programme,"We developed and tested a mobile phone application (app) to support individuals embarking on a partial meal replacement programme (MRP). Overweight or obese women were randomly allocated to one of two study groups. The intervention group received an MRP Support app. The control group received a static app based on the information available with the MRP. A total of 58 adult women (Support n = 28; Control n = 30) participated in the 8-week trial. Their BMI was 26–43 kg/m². Usage data suggested that the intervention group were more engaged with using the app throughout the study period. Mixed modelling revealed that the difference in weight loss between the intervention and control groups (estimated mean, EM = 3.2% and 2.2% respectively) was not significant ( P = 0.08). Objective data suggested that users of the Support app were more engaged than those using the control app. A total of 1098 prompts (54%) asking people in the intervention group to enter their meals were completed prior to the evening prompt. Women in the intervention group reported a greater increase in positive affect (i.e. mood) than those in the control group (EM = 0.48 and −0.01, respectively) ( P = 0.012). At Week 8, those in the control group reported a greater decrease in the effort they were willing to put into staying on the diet than those who received the Support app (EM = −2.8 and −1.4, respectively) ( P = 0.024). The Support app could be a useful adjunct to existing MRPs for psychological outcomes. (PsycINFO Database Record (c) 2019 APA, all rights reserved) (Source: journal abstract)",2013,https://doi.org/10.1177/1357633X13479702,1
"Broaddus, Allie M.; Jaquis, Brandon J.; Jones, Colt B.; Jost, Scarlet R.; Lang, Andrew S. I. D.; Li, Ailin; Li, Qiwen; Nelson, Philip P.; Spear, Esther M.","Fitbits, field-tests, and grades: The effects of a healthy and physically active lifestyle on the academic performance of first year college students","A growing number of studies have been performed regarding the positive effect of physical activity on academic performance. Many of these studies were conducted on children and show that students who are less physically active obtain lower grades and that physical activity interventions can be effective in improving academic achievement, academic behaviour, and cognitive skills and attitudes. The purpose of this study is to investigate if and how the positive effects of physical activity on academic performance found for children extend into a university setting. We collected Fitbit heart rate and physical activity data, 1-mile field test times, and the results of a healthy lifestyle survey from 581 first-semester freshmen enrolled at Oral Roberts University and investigated the effect they had on academic performance as measured by semester grade point averages. We found positive and significant correlations between Fitbit step counts, 1-mile field test times, lifestyle survey scores and academic performance even when controlling for gender. These findings highlight the importance for students of maintaining a physically active and healthy lifestyle when they enter university. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2021,https://doi.org/10.1080/1612197X.2019.1623062,9
"Brogly, Christopher",Observations of positive mental health indicators in undergraduates using specialized mobile apps during the COVID-19 pandemic,"This dissertation presents findings from three longitudinal studies examining indicators of positive undergraduate mental health primarily during COVID-19 pandemic conditions at a large, residential, urban university in Canada (Western University) using apps with personal sensing data collection capabilities (e.g. GPS, step counts) over March 2019-August 2021. The apps featured mental health-related questionnaires – responses were representative of psychosocial outcomes for participants. Personal sensing data were representative of participant behavior/lifestyle. Questionnaires and personal sensing data were collected at the same time; personal sensing data was also collected hourly in the background for the final two studies. Associations between psychosocial outcomes and behavior/lifestyle found via mixed linear modelling revealed indicators of positive mental health. The first study, Smart Healthy Campus 1.0, began March 2019, concluding with limited data when COVID-19 was declared a pandemic; possible associations were identified. Initial plans were to improve SHC 1.0 with an upgraded SHC 2.0 study, but the Student Pandemic Experience (SPE) study was launched first, with questionnaires more fixated on pandemic conditions. Following this, SHC 2.0 was also launched shortly after, still relevant, although using shorter generic questionnaires. SPE completed with 315 participants who were primarily female (76%) iOS users (85.3%). Data collected for 40 weeks (11/2020 – 09/2021) included 4851 questionnaire responses and 25985 sensor samples with up to 68 individual values per sample. Mixed linear models were fit relating 15 mobile device (phone or tablet) sensors (e.g. step count) to 12 mental health-related questionnaire scores. SHC 2.0 ran with 94 participants were who primarily male (76.6%) iOS users (86%). Data collected for 30 weeks (01/2021 – 08/2021) included 1722 questionnaire responses and 6518 sensor samples with up to 68 individual values per sample. Mixed linear models were fit relating 12 mobile device (phone or tablet) sensors (e.g. step count) to the SHC 2.0 questionnaires. From these studies, it was found that device sensors had statistically significant associations with the selected mental health-related questionnaires for undergraduates during a major pandemic. These findings suggest directions for mental health-related programs (e.g. apps or physical activity) and interventions during a pandemic for a comparable group and setting. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",2023,,4
"Broom, David R.; Flint, Stuart W.","Gotta catch ‘em all: Impact of Pokémon Go on physical activity, sitting time, and perceptions of physical activity and health at baseline and three-month follow-up","Objective: The objective was to examine differences in physical activity, sitting time and perceptions of physical activity and health between Pokémon Go users and nonusers at baseline (launch of the application in the United Kingdom) and 3-month follow-up. Materials and Methods: The self-administered, short version of the 7-day recall, International Physical Activity Questionnaire, was adapted to develop the “Physical Activity and Pokémon Go questionnaire,” which was distributed using social media. Four weeks after the launch of the application, 461 participants ( n = 193 male, n = 265 female, n = 3 transgender) had completed the questionnaire. At 3-month follow-up, 127 participants repeated the questionnaire. Results: At baseline, mixed models analysis of variance (ANOVA) revealed main effects for Pokémon Go users versus nonusers in the amount of days of vigorous physical activity, moderate physical activity, and walking (All P < 0.01). Users reported that they undertook less days of vigorous physical activity than nonusers, but more days of moderate physical activity and walking. There were no differences in body mass index, minutes of vigorous or moderate physical activity, and walking, or sitting on weekdays (All P > 0.05). Repeated measures ANOVA identified increased sitting on weekdays ( P < 0.05), but maintained vigorous, moderate and walking physical activity behaviors in users who remained users. Conclusion: Pokémon Go use can increase the frequency of days of physical activity benefitting health. Users at both time points maintained their physical activity behaviour, but increased sitting time on weekdays, highlighting that another intervention to prevent sitting is needed. (PsycINFO Database Record (c) 2019 APA, all rights reserved) (Source: journal abstract)",2018,https://doi.org/10.1089/g4h.2018.0002,10
"Brousseau, Lianna","An evaluation of the effects of self-management, accountability, and goal setting on weight loss in adults by use of social media","Overweight and obesity are major health concerns that continue to rise. Many chronic health issues are brought on by obesity. Previous research has found that accountability with technology-based interventions has been effective. However, there are limited studies that have compared the different types of remote interventions for weight loss. The purpose of this study is to examine the effectiveness of different forms of virtual interventions on weight loss. This study includes replicating and extending previous research on remote accountability for an increased healthy lifestyle and weight loss and to determine if specific types of remote interventions evoke differences in weight loss among participants. Specific interventions include self-management, accountability, and goal setting. (PsycInfo Database Record (c) 2024 APA, all rights reserved)",2024,,1
"Bruna-Lewis, Sean Patrick","""Sowing seeds for the future with Tigua history and tradition"": Diabetes prevention and management at Ysleta Del Sur Pueblo","This dissertation examines type 2 diabetes management and prevention at Ysleta del Sur Pueblo, a federally recognized American Indian tribe in El Paso, Texas. Type 2 diabetes is a serious and growing concern at the Pueblo, and while the incidence is not as high as it is in other tribes in the United States, it is still much higher than the national average. Despite excellent biomedical research that shows how individuals can prevent diabetes, and countless translated diabetes prevention programs targeted to individuals and families to prevent the disease, the incidence of diabetes continues to rise. This dissertation argues that there are currently two dominant models, and one emerging model, of diabetes research and intervention among American Indian peoples. Located on a spectrum, they are (1) individual-oriented biomedical models developed predominately for white, Western populations, which are applied to both the general U.S. population and American Indian peoples; (2) modifications, adaptations, or translations of these programs for application in non-white communities, including American Indian communities; and (3) emerging models of communal prevention in which intervention activities derive from local cultural practices and are then enhanced with biomedical practices. I argue that diabetes research will benefit by shifting to the third model of care and prevention. Utilizing a collaborative methodology founded on community-based participatory research, I conducted 18 months of fieldwork and volunteer employment at a community health center and the reservation it serves. During research, I observed or participated in secular activities at the Community Health Center, religious activities as part of the annual religious cycle, and a variety of activities related to experimental community gardens. I enhanced my participant-observation with interviews of the Community Health Center staff (both native and non-native), of tribal council members and religious leaders, of enrolled diabetic and non-diabetic individuals, and of non-diabetic tribal descendants. This research covers four intersecting domains to shed light on the occurrence of diabetes and changing methods of prevention. The first domain, a political economic history of the Pueblo, shows how type 2 diabetes took hold in the community after changes in economies, diet, and exercise. Five epochs are explored: (1) the Pueblo's dislocation to their current location following the Pueblo Revolt and the resulting impact on lifestyle; (2) how loss of tribal land changed food production practices and introduced new foods; (3) how federal recognition had both positive and negative impacts on the Pueblo's built environment, resulting in new dance practices and food consumption; (4) how a ""boom and bust"" era of casino gaming negatively impacted wellness programs; and (5) how the Pueblo is reshaping diabetes prevention by supporting nation building programs and tribal identity. The second domain examines diabetes-related practices at the Community Health Center. I learned that the Community Health Center is engaged in management of diabetes at the individual level but has yet to establish activities that may prevent diabetes in the reservation. This inability to expand is the result of structural practices that make it very difficult for the Pueblo to develop new programs. Structural challenges include insufficient staff, lack of training in new and innovative health prevention models, and a system that promotes Western medical practices and minimizes the contribution of the local American Indian staff. In contrast to the Community Health Center, the third domain, the broader Pueblo community, reveals that Pueblo members do participate in many community-wide practices that may prove useful for diabetes prevention. Although the tribal community does not view these activities as wellness practices, if these activities were supporte… (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2014,,1
"Bruton, Adam M.; Shearer, David A.; Mellalieu, Stephen D.",Who said “there is no ‘I’ in team”? The effects of observational learning content level on efficacy beliefs in groups,"Objectives: To investigate the effects of individual-level observational learning (OL INDV), team-level observational learning (OL TEAM), and multi-level observational learning (OL MULTI) on efficacy beliefs, task cohesion, and performance across three studies in sports teams. Design: Cross-sectional, experimental and single-case designs were employed across the three studies, respectively. Method: Study 1 used a cross-sectional design to explore the predictive relationship between OL INDV and OL TEAM use, and collective efficacy and task cohesion in 210 team sports athletes. Study 2 used a repeated-measures experimental design to compare effects of OL INDV versus OL TEAM interventions on collective and self-efficacy in two soccer teams. Study 3 used a single-case A-A-B-B design to assess the effectiveness of OL MULTI interventions on self-efficacy, collective efficacy, task cohesion and performance in an elite age-grade rugby union team across a competitive season. Results: In study 1, both OL INDV and OL TEAM use predicted collective efficacy, but only OL TEAM use predicted task dimensions of cohesion. In study 2, collective efficacy increased for both the OLINDV and OL TEAM interventions while self-efficacy increased only for the OL INDV intervention. In study 3, visual and effect size analyses indicated increased self-efficacy, collective efficacy task cohesion, and performance for the team during the off- and in-season intervention phases where the OLMULTI interventions were administered alongside usual sporting involvement (training sessions and/or competitive fixtures). Conclusions: The novel findings of this investigation show that OL INDV, OL TEAM and OL MULTI interventions can enhance efficacy beliefs in practical contexts and warrant application in groups across domains. (PsycInfo Database Record (c) 2021 APA, all rights reserved) (Source: journal abstract)",2019,https://doi.org/10.1016/j.psychsport.2019.101563,1
